area,Country,project_name,developer,Google Pin Location,number_of_bedrooms,typology,unit_plinth_area_sqm,total_units, Unit Price, price_per_sqm, Rent per Month,rent_per_sqm,service_charge,"Mortgage Installments (90%present value, 20years tenor, 15% interest rate)",mortgage_installments, mortgage_to_rent_ratio,"Projected Yield assuming 90% occupancy rate, 6% stamp duty"
Kitengela,Kenya,Fountain View,Fountain Park Estate Limited,"-1.49811, 36.96760",3,Bungalows,110,40,6500000,59091,28000,255,3000,77032.19,72752.62444,2.8,4
Uthiru,Kenya,Four points apartments,Cytonn Real Estate,"-1.26766, 36.72594",2,Apartments,94,35,8500000,90426,55000,585,3003,100734.4,123660.884771413,1.8,7
Uthiru,Kenya,Four points apartments,Cytonn Real Estate,"-1.26766, 36.72594",3,Apartments,125,35,9000000,72000,64000,512,3003,106659.96,123660.884771413,1.7,7
Lang'ata,Kenya,Freedom heights,Cytonn Real Estate,"-1.32190, 36.80203",3,Apartments,128,78,15000000,117188,60000,469,3003,177766.59,123660.884771413,3,4
Syokimau,Kenya,Gables Park,Capital Realty Limited,"-1.37426, 36.93237",4,Townhouses,92,40,12500000,136314,50000,545,3000,148138.83,148138.828,3,4
Ruaraka,Kenya,Garden City Residences,Actis,"-1.23249, 36.87976",2,Apartments,116,19,12174005.0890585,93429.5354752343,140000,1204,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruaraka,Kenya,Garden City Residences,Actis,"-1.23249, 36.87976",2,Apartments,122,19,12174005.0890585,93429.5354752343,180000,1478,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruaraka,Kenya,Garden City Residences,Actis,"-1.23249, 36.87976",3,Apartments,169,19,12174005.0890585,93429.5354752343,200000,1186,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruaraka,Kenya,Garden City Residences,Actis,"-1.23249, 36.87976",3,Apartments,213,19,12174005.0890585,93429.5354752343,240000,1129,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruaraka,Kenya,Garden City Residences,Actis,"-1.23249, 36.87976",4,Apartments,280,83,12174005.0890585,93429.5354752343,350000,1252,3003,139923.78536802,123660.884771413,2.46908850726552,5
Upperhill,Kenya,Gelai  Gardens,Cytonn Real Estate,"-1.30384, 36.81804",2,Apartments,111,12,28300000,93429.5354752343,180000,488.966974900925,3003,335386.31,123660.884771413,1.9,6
Machakos,Kenya,Gitongu Starehe,National Cooperative Housing Union (NACHU),"-1.28580, 37.13442",2,Bungalows,20,40,1150000,57500,12000,600,3000,13628.77,13628.77218,1.1,11
Ruaka,Kenya,Glenwood Apartments,Kingspride Developers,"-1.20551, 36.77481",2,Apartments,88,40,8450000,96023,28000,318,3000,100141.85,88982.05604,3.6,3
Thindigua,Kenya,Grayston Villas,Cytonn Real Estate,"-1.15409, 36.86887",4,Townhouses,292,40,25000000,85616,120000,411,3000,296277.66,279817.7863,2.5,5
South B,Kenya,Great South Court Apartments,Cytonn Real Estate,"-1.31801, 36.84506",3,Apartments,145,30,13700000,94483,90000,621,3003,162360.16,123660.884771413,1.8,7
Thindigua,Kenya,Green Zone,Urithi Housing,"-1.20018, 36.83057",2,Apartments,96,40,7900000,82723,30000,314,3000,93623.74,88422.42047,3.1,4
Thindigua,Kenya,Green Zone,Urithi Housing,"-1.20018, 36.83057",3,Apartments,144,40,12000000,83333,40000,278,3000,142213.27,134312.5374,3.6,3
Athi River,Kenya,GreenPark,Superior Homes Limited,"-1.46238, 37.01255",1,Bungalows,85,40,9980000,117412,50000,588,3000,118274.04,118274.0403,2.4,5
Athi River,Kenya,GreenPark,Superior Homes Limited,"-1.46238, 37.01255",3,Bungalows,110,40,9980000,90727,50000,455,3000,118274.04,118274.0403,2.4,5
Athi River,Kenya,GreenPark,Superior Homes Limited,"-1.46238, 37.01255",3,Bungalows,157,40,13950000,88854,60000,382,3000,165322.93,165322.9321,2.8,4
Athi River,Kenya,GreenPark,Superior Homes Limited,"-1.46238, 37.01255",4,Bungalows,146,40,19280000,132055,70000,479,3000,228489.33,228489.3284,3.3,4
Athi River,Kenya,GreenPark,Superior Homes Limited,"-1.46238, 37.01255",4,Bungalows,184,40,23590000,128207,80000,435,3000,279567.6,279567.5963,3.5,3
Athi River,Kenya,GreenPark,Superior Homes Limited,"-1.46238, 37.01255",5,Maisonette,320,40,37670000,117719,90000,281,3000,446431.17,446431.1722,5,2
Ongata Rongai,Kenya,Greign Properties,Cytonn Real Estate,"-1.39189, 36.76640",1,Apartments,70,40,4900000,70000,27000,386,3003,58070.42,123660.884771413,2.2,6
Ongata Rongai,Kenya,Greign Properties,Cytonn Real Estate,"-1.39189, 36.76640",2,Apartments,96,40,6800000,70833,37000,385,3003,80587.52,123660.884771413,2.2,6
Ongata Rongai,Kenya,Greign Properties,Cytonn Real Estate,"-1.39189, 36.76640",3,Apartments,120,40,7200000,60000,45000,375,3003,85327.96,123660.884771413,1.9,6
Uthiru,Kenya,Groove Park Apartments,Cytonn Real Estate,"-1.29394, 36.75369",2,Apartments,150,40,15500000,103333,97000,647,3003,183692.15,123660.884771413,1.9,6
Parklands,Kenya,Guru Apartments,Cytonn Real Estate,"-1.25544, 36.81531",2,Apartments,111,10,15500000,139640,90000,811,3003,183692.15,123660.884771413,2,6
Parklands,Kenya,Guru Apartments,Cytonn Real Estate,"-1.25544, 36.81531",3,Apartments,204,28,18000000,88235,135000,662,3003,213319.91,123660.884771413,1.6,8
Parklands,Kenya,Haveli Towers,Cytonn Real Estate,"-1.26275, 36.82003",2,Apartments,200,40,27500000,137500,130000,650,3003,325905.42,123660.884771413,2.5,5
Parklands,Kenya,Haveli Towers,Cytonn Real Estate,"-1.26275, 36.82003",3,Apartments,230,40,29000000,126087,160000,696,3003,343682.08,123660.884771413,2.1,6
Ruaka,Kenya,Haven Park,Cytonn Real Estate,"-1.20630, 36.77364",1,Apartments,111,40,12174005.0890585,93429.5354752343,35000,488.966974900925,3000,139923.78536802,0,2.46908850726552,5
Ruaka,Kenya,Haven Park,Cytonn Real Estate,"-1.20630, 36.77364",2,Apartments,111,40,12174005.0890585,93429.5354752343,45000,488.966974900925,3000,139923.78536802,0,2.46908850726552,5
Ruaka,Kenya,Haven Park,Cytonn Real Estate,"-1.20630, 36.77364",3,Apartments,115,40,10500000,91304,55000,478,3000,124436.62,117523.4702,2.3,5
Kimunyu,Kenya,Heritage estate,Mizizi Developers,"-1.05569, 36.94910",3,Apartments,125,40,2990000,23920,28000,224,3000,35434.81,33466.20724,1.3,10
Ngong,Kenya,Heritage Villas Ngong,Heritage Villas Ltd,"-1.36626, 36.67374",4,Maisonette,330,40,18500000,56061,55000,167,3000,219245.47,207065.1619,4,3
Lang'ata,Kenya,High Gate Villas,Cytonn Real Estate,"-1.32230, 36.79802",2,Apartments,112,10,10000000,89286,46000,411,3003,118511.06,123660.884771413,2.6,5
Lang'ata,Kenya,High Gate Villas,Cytonn Real Estate,"-1.32230, 36.79802",3,Apartments,120,10,14000000,116667,61000,508,3003,165915.49,123660.884771413,2.7,4
Athi River,Kenya,Hill View estate,Cytonn Real Estate,"-1.43598, 36.97165",3,Maisonette,175,40,12500000,71429,45000,257,3000,148138.83,148138.828,3.3,4
Upperhill,Kenya,Hima Court,Cytonn Real Estate,"-1.30510, 36.81175",3,Apartments,200,36,12174005.0890585,93429.5354752343,75000,375,3003,139923.78536802,123660.884771413,2.46908850726552,5
South C,Kenya,Hinna Apartments,Cytonn Real Estate,"-1.31583, 36.82533",2,Apartments,60,40,11000000,182092,60000,993,3003,130362.17,123660.884771413,2.2,6
South C,Kenya,Hinna Apartments,Cytonn Real Estate,"-1.31583, 36.82533",3,Apartments,120,40,13500000,112500,70000,583,3003,159989.93,123660.884771413,2.3,5
Ngong,Kenya,Homestead Castle,Cytonn Real Estate,"-1.35303, 36.65178",3,Apartments,95,40,7500000,78947,55000,579,3003,88883.3,123660.884771413,1.6,7
Ruaka,Kenya,HoneyBee,Cytonn Real Estate,"-1.22030, 36.77049",3,Apartments,130,40,7000000,53846,40000,308,3003,82957.74,123660.884771413,2.1,6
Embakasi,Kenya,Honeysuckle Apartments,Cytonn Real Estate,"-1.32003, 36.89132",3,Apartments,120,40,8500000,70833,28000,233,3000,100734.4,95138.04734,3.6,3
Ruaka,Kenya,Imani Court,Imani Estate Developers,"-1.19731, 36.95150",2,Apartments,76,40,6000000,78947,30000,395,3000,71106.64,67156.26871,2.4,5
Imara Daima,Kenya,Imara Park Apartments,Cytonn Real Estate,"-1.32411, 36.88524",2,Apartments,100,40,7000000,70026,35000,350,3000,82957.74,78348.98016,2.4,5
Ruiru,Kenya,Itrade Gardens,Itrade Company Limited,"-1.16673, 36.97878",3,Maisonette,199,40,15000000,75377,40000,201,3000,177766.59,167890.6718,4.4,3
Ruiru,Kenya,Itrade Gardens,Itrade Company Limited,"-1.16673, 36.97878",4,Maisonette,214,40,16000000,74766,45000,210,3000,189617.7,179083.3832,4.2,3
Uthiru,Kenya,Ivory spring court,Cytonn Real Estate,"-1.25247, 36.68419",2,Apartments,90,20,7750000,86111,45000,500,3003,91846.07,123660.884771413,2,6
Kikuyu,Kenya,Ivory towers,Cytonn Real Estate,"-1.24465, 36.66035",2,Apartments,87,19,7500000,86207,36000,414,3003,88883.3,123660.884771413,2.5,5
Kikuyu,Kenya,Ivory towers,Cytonn Real Estate,"-1.24465, 36.66035",3,Apartments,113,20,8500000,75221,46000,407,3003,100734.4,123660.884771413,2.2,6
Kilimani,Kenya,Jabavu Heights,Cytonn Real Estate,"-1.29287, 36.79459",3,Apartments,158,40,13000000,82278,75000,475,3003,154064.38,123660.884771413,2.1,6
Kahawa West,Kenya,Jacaranda,Cytonn Real Estate,"-1.19136, 36.89934",2,Apartments,105,40,9500000,90476,38000,362,3003,112585.51,123660.884771413,3,4
Kahawa West,Kenya,Jacaranda,Cytonn Real Estate,"-1.19136, 36.89934",3,Apartments,119,150,8250000,69328,45000,378,3003,97771.63,123660.884771413,2.2,6
Kahawa West,Kenya,Jacaranda,Cytonn Real Estate,"-1.19136, 36.89934",3,Apartments,135,40,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Kahawa West,Kenya,Jacaranda,Cytonn Real Estate,"-1.19136, 36.89934",4,Apartments,180,40,14250000,79167,60000,333,3003,168878.26,123660.884771413,2.8,4
Kahawa West,Kenya,Jacaranda,Cytonn Real Estate,"-1.19136, 36.89934",4,Apartments,190,40,14000000,73684,58000,305,3003,165915.49,123660.884771413,2.9,4
Parklands,Kenya,Janki Heights,Cytonn Real Estate,"-1.25707, 36.81353",4,Apartments,250,10,25000000,100000,59775.1237623762,488.966974900925,3003,296277.66,123660.884771413,2.46908850726552,5
Kilimani,Kenya,Johari Apartments,Cytonn Real Estate,"-1.29538, 36.78646",4,Apartments,186,20,21000000,112903,115000,618,3003,248873.23,123660.884771413,2.2,6
Ongata Rongai,Kenya,Johari Valley Apartments,Cytonn Real Estate,"-1.39143, 36.76461",2,Apartments,80,40,5500000,68750,34000,425,3003,65181.08,123660.884771413,1.9,6
Juja,Kenya,Juja South Apartments,Cytonn Real Estate,"-1.11561, 37.03804",2,Apartments,86,40,5000000,58140,30000,349,3000,59255.53,55963.55726,2,6
Juja,Kenya,Juja South Apartments,Cytonn Real Estate,"-1.11561, 37.03804",3,Apartments,140,40,8000000,57143,35000,250,3000,94808.85,89541.69162,2.7,4
Juja,Kenya,Juja South Homes,Cytonn Real Estate,"-1.10505, 36.99131",2,Maisonette,88,40,6400000,72727,35000,398,3000,75847.08,71633.35329,2.2,6
Juja,Kenya,Juja South Homes,Cytonn Real Estate,"-1.10505, 36.99131",2,Maisonette,91,40,6600000,72527,35000,385,3000,78217.3,73871.89558,2.2,5
Juja,Kenya,Juja South Homes,Cytonn Real Estate,"-1.10505, 36.99131",3,Maisonette,140,40,10000000,71429,45000,321,3000,118511.06,111927.1145,2.6,5
Juja,Kenya,Juja South Homes,Cytonn Real Estate,"-1.10505, 36.99131",3,Maisonette,169,40,13000000,76923,45000,266,3000,154064.38,145505.2489,3.4,4
Juja,Kenya,Juja South Homes,Cytonn Real Estate,"-1.10505, 36.99131",4,Maisonette,173,40,14000000,80925,50000,289,3000,165915.49,156697.9603,3.3,4
Parklands,Kenya,Jumaira,Rama Homes,"-1.26297, 36.81898",3,Apartments,120,40,16000000,133333,85000,708,3003,189617.7,123660.884771413,2.2,5
Parklands,Kenya,Jumaira,Rama Homes,"-1.26297, 36.81898",4,Apartments,200,40,17000000,85000,90000,450,3003,201468.81,123660.884771413,2.2,5
Dagoretti,Kenya,Junction Apartments,Cytonn Real Estate,"-1.29669, 36.75502",4,Apartments,155,40,15500000,100000,59775.1237623762,488.966974900925,3003,183692.15,123660.884771413,2.46908850726552,5
Ruaka,Kenya,Junica Apartments,Cytonn Real Estate,"-1.20655, 36.77756",1,Apartments,43,47,4400000,102326,25000,581,3003,52144.87,123660.884771413,2.1,6
Kamulu,Kenya,Kamulu Cornerstone Gardens,Mahiga Homes,"-1.30107, 37.06895",3,Bungalows,106,21,12174005.0890585,93429.5354752343,30000,283,3003,139923.78536802,123660.884771413,2.46908850726552,5
Kamulu,Kenya,Kamulu Gardens,Mahiga Homes,"-1.30107, 37.06895",3,Bungalows,106,40,5500000,51887,27500,259,3000,65181.08,61559.91299,2.4,5
Kamulu,Kenya,Kamulu Housing Project,Mahiga Homes,"-1.30107, 37.06895",2,Bungalows,27,40,1424000,52741,10000,370,3000,16875.98,15938.42111,1.7,7
Lavington,Kenya,Westlands,AMS Properties,"-1.25385, 36.80594",5,Townhouses,18,18,12174005.0890585,93429.5354752343,250000,13889,3003,139923.78536802,123660.884771413,2.46908850726552,5
Joska,Kenya,Kantafu Serene Homes,Safcom Investments,"-1.27957, 37.11097",3,Bungalows,82,40,3999000,48768,30000,366,3000,47392.57,44759.6531,1.6,8
Athi River,Kenya,Karibu Homes,Karibu Homes,"-1.43512, 36.99634",2,Apartments,63,40,4550000,72626,22000,351,3003,53922.53,123660.884771413,2.5,5
Athi River,Kenya,Karibu Homes,Karibu Homes,"-1.43512, 36.99634",3,Apartments,91,40,5800000,63631,30000,329,3003,68736.42,123660.884771413,2.3,5
Athi River,Kenya,Karibu Homes Athi,Karibu Homes,"-1.43512, 36.99634",2,Apartments,71,120,4250000,60071,22000,311,3003,50367.2,123660.884771413,2.3,5
Athi River,Kenya,Karibu Homes Athi,Karibu Homes,"-1.43512, 36.99634",3,Apartments,91,168,6300000,69117,25000,274,3003,74661.97,123660.884771413,3,4
Syokimau,Kenya,Katani Villas,Noor Mohammed,"-1.36491, 36.95080",4,Maisonette,182,40,13000000,71429,50000,275,3000,154064.38,154064.3812,3.1,4
Syokimau,Kenya,Katani Villas,Noor Mohammed,"-1.36491, 36.95080",4,Maisonette,191,40,13000000,68063,50000,262,3000,154064.38,154064.3812,3.1,4
Syokimau,Kenya,Katani Villas,Noor Mohammed,"-1.36491, 36.95080",4,Maisonette,257,40,13000000,50584,50000,195,3000,154064.38,154064.3812,3.1,4
Thindigua,Kenya,Kencom Sacco Runda Estate,KCB Sacco,"-1.19812, 36.82321",4,Maisonette,198,40,37000000,186869,200000,1010,3000,438490.93,414130.3237,2.2,6
Kitengela,Kenya,Kenpipe Gardens,Kenya Pipeline Company Retirement Benefits Scheme,"-1.51116, 36.92877",3,Maisonette,130,40,10000000,76923,35000,269,3000,118511.06,111927.1145,3.4,4
Kitengela,Kenya,Kenpipe Gardens,Kenya Pipeline Company Retirement Benefits Scheme,"-1.51116, 36.92877",4,Maisonette,150,40,10750000,71667,40000,267,3000,127399.39,120321.6481,3.2,4
Upperhill,Kenya,Kiambere Apartments-Unfurnished,Cytonn Real Estate,"-1.30504, 36.81847",3,Apartments,169,24,18500000,109467,150000,888,3003,219245.47,123660.884771413,1.5,8
Syokimau,Kenya,Kijani Boulevard,Hijaz Development Limited,"-1.37201, 36.94408",4,Maisonette,165,40,13500000,81818,50000,303,3000,159989.93,159989.9343,3.2,4
Syokimau,Kenya,Kijani Boulevard,Hijaz Development Limited,"-1.37201, 36.94408",4,Maisonette,165,40,13500000,81818,50000,303,3000,159989.93,159989.9343,3.2,4
Kikuyu,Kenya,Kikuyu Road Apartments,Heri Homes,"-1.28194, 36.72402",2,Apartments,68,62,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,0,123660.884771413,2.46908850726552,5
Kileleshwa,Kenya,Kileleshwa Executive apartments,Edermann Group Ltd,"-1.28554, 36.77831",4,Apartments,111,55,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,0,123660.884771413,2.46908850726552,5
Kileleshwa,Kenya,Kileleshwa Executive apartments,Edermann Group Ltd,"-1.28554, 36.77831",5,Apartments,111,50,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,0,123660.884771413,2.46908850726552,5
Uthiru,Kenya,Kings Eden Garden,Kings Developers Limited,"-1.29190, 36.75504",2,Apartments,106,40,13000000,122642,90000,849,3003,154064.38,123660.884771413,1.7,7
Imara Daima,Kenya,Kings Millenium Development,Kings Developers Limited,"-1.32697, 36.88675",3,Apartments,111,40,9500000,93429.5354752343,50000,488.966974900925,3000,112585.51,106330.7588,2.3,5
Imara Daima,Kenya,Kings Millenium Development,Kings Developers Limited,"-1.32697, 36.88675",4,Townhouses,111,40,17000000,93429.5354752343,75000,488.966974900925,3000,201468.81,190276.0947,2.7,4
Racecourse,Kenya,Kingston Residences,Cytonn Real Estate,"-1.29960, 36.79418",3,Apartments,126,40,16450000,130556,95000,754,3003,194950.7,123660.884771413,2.1,6
Kilimani,Kenya,Kingstone Gardens,Cytonn Real Estate,"-1.29640, 36.79672",3,Apartments,126,40,14000000,111111,75000,595,3000,165915.49,156697.9603,2.2,5
Kilimani,Kenya,Kingstone Gardens,Cytonn Real Estate,"-1.29640, 36.79672",3,Apartments,136,40,15000000,110294,80000,588,3000,177766.59,156697.9603,2.2,5
Kilimani,Kenya,Kingstone Gardens,Cytonn Real Estate,"-1.29640, 36.79672",3,Apartments,146,40,17000000,116438,90000,616,3000,201468.81,190276.0947,2.2,5
Kilimani,Kenya,Kingstone Residences,Cytonn Real Estate,"-1.29640, 36.79672",3,Apartments,146,40,15950000,109247,100000,685,3000,189025.14,178523.7477,1.9,6
Kitengela,Kenya,Kitengela Plains,Landmark Holding,"-1.60754, 36.91217",4,Maisonette,225,40,12000000,53333,50000,222,3000,142213.27,134312.5374,2.8,4
Lower Kabete,Kenya,Kitisuru View Apartments,Heri Homes,"-1.23392, 36.74266",2,Apartments,86,40,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Lower Kabete,Kenya,Kitisuru View Apartments,Heri Homes,"-1.23392, 36.74266",3,Apartments,101,40,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Lower Kabete,Kenya,Kitisuru View Apartments,Heri Homes,"-1.23392, 36.74266",3,Apartments,112,19,12174005.0890585,93429.5354752343,60000,536,3003,139923.78536802,123660.884771413,2.46908850726552,5
Lower Kabete,Kenya,Kitisuru View Apartments,Heri Homes,"-1.23392, 36.74266",3,Apartments,125,19,12174005.0890585,93429.5354752343,70000,560,3003,139923.78536802,123660.884771413,2.46908850726552,5
Lower Kabete,Kenya,Kitisuru View Apartments,Heri Homes,"-1.23392, 36.74266",3,Apartments,140,48,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Lower Kabete,Kenya,Kitisuru View Apartments,Heri Homes,"-1.23392, 36.74266",2.64383561643836,Apartments,111,71,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Lang'ata,Kenya,Knight Courts,Kings Pride Properties,"-1.30850, 36.81864",2,Apartments,95,40,9450000,99474,35000,368,3003,111992.95,123660.884771413,3.2,4
Lang'ata,Kenya,Knight Courts,Kings Pride Properties,"-1.30850, 36.81864",3,Apartments,130,40,10450000,80385,40000,308,3003,123844.06,123660.884771413,3.1,4
Kitengela,Kenya,KUSCO Homes,KUSCO Sacco,"-1.50924, 36.93135",3,Maisonette,111,40,10500000,93429.5354752343,40000,488.966974900925,3000,124436.62,117523.4702,3.1,4
Kikuyu,Kenya,KV,Cytonn Real Estate,"-1.23654, 36.67120",2,Apartments,108,40,8800000,81481,37500,347,3003,104289.73,123660.884771413,2.8,4
Kikuyu,Kenya,KV,Cytonn Real Estate,"-1.23654, 36.67120",3,Apartments,114,40,9000000,78947,45000,395,3003,106659.96,123660.884771413,2.4,5
Ongata Rongai,Kenya,La Casa Apartments,Cytonn Real Estate,"-1.39381, 36.78152",1,Apartments,70,20,4900000,70000,28000,400,3003,58070.42,123660.884771413,2.1,6
Ongata Rongai,Kenya,La Casa Apartments,Cytonn Real Estate,"-1.39381, 36.78152",2,Apartments,93,28,6600000,70968,35000,376,3003,78217.3,123660.884771413,2.2,5
Ongata Rongai,Kenya,Laiser Place Rongai,Tsavo,"-1.38917, 36.73740",1,Apartments,111,40,3200000,93429.5354752343,20000,488.966974900925,3000,37923.54,35816.67665,1.9,6
Ongata Rongai,Kenya,Laiser Place Rongai,Tsavo,"-1.38917, 36.73740",2,Apartments,111,40,5200000,93429.5354752343,27500,488.966974900925,3000,61625.75,58202.09955,2.2,5
Kileleshwa,Kenya,Lalucia,Cytonn Real Estate,"-1.28674, 36.77836",1,Apartments,72,42,8000000,111111,65000,903,3003,94808.85,123660.884771413,1.5,8
Kileleshwa,Kenya,Lalucia,Cytonn Real Estate,"-1.28674, 36.77836",2,Apartments,100,22,11000000,110000,77000,770,3003,130362.17,123660.884771413,1.7,7
Kileleshwa,Kenya,Lalucia,Cytonn Real Estate,"-1.28674, 36.77836",3,Apartments,125,40,12600000,100800,85000,680,3003,149323.94,123660.884771413,1.8,7
Lang'ata,Kenya,Langata Commercial Centre,National Housing Corporation,"-1.32417, 36.78278",1,Apartments,54,16,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Lang'ata,Kenya,Langata Commercial Centre,National Housing Corporation,"-1.32417, 36.78278",2,Apartments,79,39,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Lang'ata,Kenya,Langata Commercial Centre,National Housing Corporation,"-1.32417, 36.78278",3,Apartments,110,40,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Lang'ata,Kenya,Langata Paradise,Cytonn Real Estate,"-1.32041, 36.79911",2,Apartments,80,30,12000000,150000,49500,619,3003,142213.27,123660.884771413,2.9,4
Lang'ata,Kenya,Langata Paradise,Cytonn Real Estate,"-1.32041, 36.79911",3,Apartments,120,30,19500000,162500,82500,688,3003,231096.57,123660.884771413,2.8,4
Parklands,Kenya,Layton Apartments,Cytonn Real Estate,"-1.26652, 36.82119",3,Apartments,207,40,24000000,115942,59775.1237623762,488.966974900925,3003,284426.55,123660.884771413,2.46908850726552,5
Dagoretti,Kenya,Legacy,Cytonn Real Estate,"-1.29272, 36.75242",1,Apartments,42,50,3000000,71429,25000,595,3003,35553.32,123660.884771413,1.4,8
Dagoretti,Kenya,Legacy,Cytonn Real Estate,"-1.29272, 36.75242",2,Apartments,58,50,4000000,68966,27000,466,3003,47404.42,123660.884771413,1.8,7
Dagoretti,Kenya,Legacy,Cytonn Real Estate,"-1.29272, 36.75242",3,Apartments,80,30,6000000,75000,30000,375,3003,71106.64,123660.884771413,2.4,5
Racecourse,Kenya,Lenana Gardens,Sigimo Enterprises,"-1.29958, 36.71964",2,Apartments,93,40,7250000,77957,40000,430,3000,85920.52,81147.15803,2.1,6
Isinya,Kenya,Lenana Homes,NACHU,"-1.64373, 36.87179",2,Bungalows,20,40,1100000,55000,10000,500,3000,13036.22,12311.9826,1.3,9
Lavington,Kenya,Lifestyle Signature,Lifestyle Estate Holdings Limited,"-1.28631, 36.76004",5,Apartments,350,5,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Thindigua,Kenya,Lilly Gardens,Cytonn Real Estate,"-1.20243, 36.84123",4,Apartments,190,40,11500000,60526,80000,421,3003,136287.72,123660.884771413,1.7,7
Uthiru,Kenya,Liza Heights,Cytonn Real Estate,"-1.25604, 36.70247",2,Apartments,118,20,12000000,101695,54000,458,3003,142213.27,123660.884771413,2.6,5
Uthiru,Kenya,Liza Heights,Cytonn Real Estate,"-1.25604, 36.70247",3,Apartments,121,30,12500000,103306,70000,579,3003,148138.83,123660.884771413,2.1,6
Lower Kabete,Kenya,Lizgate,Cytonn Real Estate,"-1.23825, 36.72384",2,Apartments,65,40,25000000,384615,35000,538,3003,296277.66,123660.884771413,8.5,1
Lower Kabete,Kenya,Lizgate,Cytonn Real Estate,"-1.23825, 36.72384",3,Apartments,60,40,42000000,700000,59775.1237623762,488.966974900925,3003,497746.46,123660.884771413,2.46908850726552,5
Loresho,Kenya,Loresho Greens,Cytonn Real Estate,"-1.26165, 36.74124",2,Apartments,110,18,11500000,104545,55000,500,3003,136287.72,123660.884771413,2.5,5
Loresho,Kenya,Loresho Greens,Cytonn Real Estate,"-1.26165, 36.74124",3,Apartments,135,72,15500000,114815,65000,481,3003,183692.15,123660.884771413,2.8,4
Loresho,Kenya,Loresho Ridge,Cytonn Real Estate,"-1.26067, 36.74429",3,Apartments,150,66,18500000,123333,87000,580,3003,219245.47,123660.884771413,2.5,5
Loresho,Kenya,Loresho Springs,Cytonn Real Estate,"-1.26318, 36.74008",3,Apartments,170,126,18000000,105882,75000,441,3003,213319.91,123660.884771413,2.8,4
Syokimau,Kenya,Luckystar apartments,Jeremiah and Brothers Contractors Limited,"-1.38148, 36.92217",3,Apartments,112,40,8000000,71429,30000,268,3000,94808.85,94808.84995,3.2,4
Lukenya,Kenya,Lukenya Housing Scheme,National Cooperative Housing Union (NACHU),"-1.39715, 37.00301",2,Apartments,111,40,1150000,93429.5354752343,12000,488.966974900925,3000,13628.77,12871.61817,1.1,11
Syokimau,Kenya,Luxore,ADG Group,"-1.36456, 36.92287",2,Apartments,72,40,4700000,65278,20000,278,3000,55700.2,55700.19934,2.8,4
Syokimau,Kenya,Luxore,ADG Group,"-1.36456, 36.92287",2,Apartments,84,40,5700000,67857,25000,298,3000,67551.31,67551.30559,2.7,4
Syokimau,Kenya,Luxore,ADG Group,"-1.36456, 36.92287",3,Apartments,140,40,6000000,42857,30000,214,3000,71106.64,71106.63746,2.4,5
Syokimau,Kenya,Luxore,ADG Group,"-1.36456, 36.92287",3,Apartments,143,40,9500000,66434,35000,245,3000,112585.51,112585.5093,3.2,4
Madaraka,Kenya,Madaraka Estate,National Cooperative Housing Union (NACHU),"-1.30974, 36.81147",3,Apartments,97,40,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruaka,Kenya,Makao Rosslyn,Cytonn Real Estate,"-1.20981, 36.78750",1,Apartments,59,40,6500000,110169,35000,593,3000,77032.19,72752.62444,2.2,5
Ruaka,Kenya,Makao Rosslyn,Cytonn Real Estate,"-1.20981, 36.78750",2,Apartments,89,40,10000000,112360,45000,506,3000,118511.06,111927.1145,2.6,5
Ruaka,Kenya,Makao Rosslyn,Cytonn Real Estate,"-1.20981, 36.78750",3,Apartments,162,40,13000000,80247,55000,340,3000,154064.38,145505.2489,2.8,4
Joska,Kenya,Malaa Housing Project,National Cooperative Housing Union (NACHU),"-1.27813, 37.13836",1,Bungalows,35,40,1650000,47143,10000,286,3000,19554.33,18467.9739,2,6
